id,date,account,vendor,amount,description
GL-4203,2024-03-28,6400 · Travel,Ridgemont Holdings,1224.5,Conference travel
GL-4204,2024-03-28,6400 · Travel,Timberline Consulting,633.94,Travel expense
GL-4205,2024-03-28,6100 · Facilities,Hollowbrook Partners,4644.3,Facilities services
GL-4206,2024-03-28,6600 · Marketing,Lyndon Consulting,3001.37,Content production
GL-4207,2024-03-28,6000 · Office,Oldbridge Ventures,328.89,General office purchase
GL-4208,2024-03-28,6900 · Miscellaneous,Jasperton Vendors,2459.17,General purchase
GL-4209,2024-03-28,6600 · Marketing,Thornleigh Contractors,4222.35,Content production
GL-4210,2024-03-28,6500 · Professional,Kingswell Co,5793.7,Advisory fee
GL-4211,2024-03-28,6000 · Office,Northfield Logistics,1362.11,Office supplies
GL-4212,2024-03-28,6710 · Equipment,Millbrook & Sons,5841.41,Equipment maintenance
GL-4213,2024-03-28,6210 · Software,Pemberton Ventures,625.03,Subscription renewal
GL-4214,2024-03-28,6400 · Travel,Stonebridge Distribution,1295.74,Conference travel
GL-4215,2024-03-28,6300 · Contractors,Kingswell Advisory,7063.44,Consulting work
GL-4216,2024-03-28,6100 · Facilities,Longview Ventures,3545.51,Facilities services
GL-4217,2024-03-28,6400 · Travel,Longview Services,1913.51,Conference travel
GL-4218,2024-03-28,6000 · Office,Timberline Vendors,2873.54,Breakroom restock
GL-4219,2024-03-29,6400 · Travel,Pine & Rail Travel,672.34,Conference travel
GL-4220,2024-03-29,6300 · Contractors,Waypoint Consulting,9269.47,Project support
GL-4221,2024-03-29,6600 · Marketing,Juniper Ventures,5901.75,Ad campaign
GL-4222,2024-03-29,6400 · Travel,Wrenfield Solutions,1570.44,Client visit travel
GL-4223,2024-03-29,6000 · Office,Underbrook Holdings,1499.86,Office supplies
GL-4224,2024-03-29,6000 · Office,Wrenfield & Sons,3291.25,Office supplies
GL-4225,2024-03-29,6800 · Events,Norwich Bay Partners,4182.44,Team event
GL-4226,2024-03-29,6710 · Equipment,Ironwood Vendors,524.75,Equipment purchase
GL-4227,2024-03-29,6210 · Software,Yarrowmere Contractors,1350.09,Platform fee
GL-4228,2024-03-29,6000 · Office,Vinewood Group,485.03,General office purchase
GL-4229,2024-03-29,6300 · Contractors,Lyndon Supply Co,9225.05,Project support
GL-4230,2024-03-29,6800 · Events,Everline Solutions,1430.27,Event costs
GL-4231,2024-03-29,6400 · Travel,Elmgate & Sons,2261.74,Conference travel
GL-4232,2024-03-29,6900 · Miscellaneous,Pinehollow Supply Co,3789.97,Miscellaneous expense
GL-4233,2024-03-29,6600 · Marketing,Millbrook & Finch,3777.67,Content production
GL-4234,2024-03-29,6800 · Events,Valeworth Solutions,1240.85,Event costs
GL-4235,2024-03-29,6600 · Marketing,Ashcroft Vendors,5731.45,Marketing spend
GL-4236,2024-03-29,6300 · Contractors,Stonebridge Contractors,4309.7,Consulting work
GL-4237,2024-03-29,6210 · Software,Juniper Advisory,359.72,Platform fee
GL-4238,2024-03-31,6800 · Events,Lumen House Events,814.09,Venue booking
GL-4239,2024-04-01,6300 · Contractors,Brightline Advisory,5802.08,Advisory retainer
GL-4240,2024-04-01,6400 · Travel,Oldbridge Supply Co,538.29,Client visit travel
GL-4241,2024-04-01,6500 · Professional,Gladewell Solutions,4046.36,Advisory fee
GL-4242,2024-04-01,6710 · Equipment,Mosswell Advisory,1692.6,Equipment purchase
GL-4243,2024-04-01,6710 · Equipment,Deerpath Materials,3723.2,Hardware
GL-4244,2024-04-01,6000 · Office,Kingsmere Supply,1697.76,Office supplies
GL-4245,2024-04-01,6400 · Travel,Ashcroft Group,1906.85,Travel expense
GL-4246,2024-04-01,6600 · Marketing,Ashcombe Consulting,5174.39,Content production
GL-4247,2024-04-01,6100 · Facilities,Pinehollow Partners,2712.75,Repairs
GL-4248,2024-04-01,6900 · Miscellaneous,Fairhaven Solutions,2067.01,Miscellaneous expense
GL-4249,2024-04-01,6800 · Events,Lyndon Solutions,3939.99,Venue booking
GL-4250,2024-04-01,6210 · Software,Pemberton Ventures,2301.38,Software license
GL-4251,2024-04-01,6210 · Software,Foxglen Vendors,2591.32,Subscription renewal
GL-4252,2024-04-01,6400 · Travel,Ustane Vendors,669.09,Travel expense
GL-4253,2024-04-01,6900 · Miscellaneous,Vinewood Supply,3435.32,General purchase
GL-4254,2024-04-01,6500 · Professional,Copperfield Trade Ltd,4730.8,Consulting engagement
GL-4255,2024-04-01,6710 · Equipment,Pemberton Advisory,3302.06,Equipment purchase
GL-4256,2024-04-01,6300 · Contractors,Wrenfield Supply,4708.51,Project support
GL-4257,2024-04-01,6100 · Facilities,Cinderpath Partners,1031.42,Repairs
GL-4258,2024-04-01,6900 · Miscellaneous,Driftwood Consulting,192.66,General purchase
GL-4259,2024-04-01,6100 · Facilities,Dunmore Solutions,2286.88,Building maintenance
GL-4260,2024-04-02,6600 · Marketing,Vinewood & Finch,2893.67,Content production
GL-4261,2024-04-02,6900 · Miscellaneous,Rushmere Supply,385.64,Miscellaneous expense
GL-4262,2024-04-02,6300 · Contractors,Driftwood Logistics,9507.51,Consulting work
GL-4263,2024-04-02,6000 · Office,Jasperton Co,1890.93,Breakroom restock
GL-4264,2024-04-02,6400 · Travel,Yarrowmere Advisory,2373.61,Client visit travel
GL-4265,2024-04-02,6300 · Contractors,Kingsmere & Finch,4630.44,Project support
GL-4266,2024-04-02,6300 · Contractors,Oldbridge Consulting,3433.99,Contractor invoice
GL-4267,2024-04-02,6100 · Facilities,Silverlake Group,4929.96,Facilities services
GL-4268,2024-04-02,6900 · Miscellaneous,Northfield Trade Ltd,1022.55,General purchase
GL-4269,2024-04-02,6900 · Miscellaneous,Ashcombe Vendors,1382.45,Miscellaneous expense
GL-4270,2024-04-02,6800 · Events,Ferncliff Supply,1001.43,Team event
GL-4271,2024-04-02,6400 · Travel,Silverlake Traders,2393.25,Client visit travel
GL-4272,2024-04-02,6710 · Equipment,Hollowbrook Traders,2589.16,Equipment purchase
GL-4273,2024-04-02,6800 · Events,Vinewood & Sons,4500.66,Team event
GL-4274,2024-04-02,6000 · Office,Deerpath & Sons,2147.65,Breakroom restock
GL-4275,2024-04-02,6000 · Office,Yarrowmere Distribution,1070.48,Breakroom restock
GL-4276,2024-04-03,6400 · Travel,Pine & Rail Travel,2397.72,Team travel
GL-4277,2024-04-03,6000 · Office,Paper Kite Supply,2919.59,Quarterly office supplies
GL-4278,2024-04-03,6600 · Marketing,Lyndon & Sons,4409.44,Marketing spend
GL-4279,2024-04-03,6710 · Equipment,Ivywood Trade Ltd,4700.27,Hardware
GL-4280,2024-04-03,6400 · Travel,Norwich Bay Services,636.72,Travel expense
GL-4281,2024-04-03,6600 · Marketing,Juniper Services,3728.4,Marketing spend
GL-4282,2024-04-03,6710 · Equipment,Ferncliff Advisory,4643.48,Equipment purchase
GL-4283,2024-04-03,6800 · Events,Yarrowmere Consulting,1668.5,Event costs
GL-4284,2024-04-03,6210 · Software,Millhaven Partners,1540.54,Software license
GL-4285,2024-04-03,6210 · Software,Deerpath Supply,5518.19,Subscription renewal
GL-4286,2024-04-03,6100 · Facilities,Yarrowmere Holdings,4410.88,Facilities services
GL-4287,2024-04-03,6710 · Equipment,Ironwood Vendors,2817.03,Hardware
GL-4288,2024-04-03,6300 · Contractors,Islewood & Sons,6986.86,Contractor invoice
GL-4289,2024-04-03,6710 · Equipment,Gladewell Contractors,1258.62,Equipment purchase
GL-4290,2024-04-03,6500 · Professional,Ironwood Co,6371.38,Advisory fee
GL-4291,2024-04-03,6600 · Marketing,Rushmere Materials,2072.52,Content production
GL-4292,2024-04-03,6210 · Software,Eastmoor Solutions,2646.26,Software license
GL-4293,2024-04-03,6300 · Contractors,Brackendale Supply,4597.5,Contractor invoice
GL-4294,2024-04-03,6900 · Miscellaneous,Parkfield Partners,178.52,General purchase
GL-4295,2024-04-03,6800 · Events,Ustane Group,4566.25,Venue booking
GL-4296,2024-04-04,6000 · Office,Paper Kite Supply,1331.42,Office supplies
GL-4297,2024-04-04,6800 · Events,Parkfield Supply,2714.32,Event costs
GL-4298,2024-04-04,6100 · Facilities,Kettleworth Supply Co,4985.14,Facilities services
GL-4299,2024-04-04,6100 · Facilities,Mosswell Contractors,4606.53,Building maintenance
GL-4300,2024-04-04,6600 · Marketing,Foxglen Co,5657.32,Marketing spend
GL-4301,2024-04-04,6400 · Travel,Larkspur Advisory,2093.62,Conference travel
GL-4302,2024-04-04,6600 · Marketing,Foxglen Co,4920.32,Marketing spend
GL-4303,2024-04-04,6900 · Miscellaneous,Stonebridge Solutions,1390.32,Miscellaneous expense
GL-4304,2024-04-04,6600 · Marketing,Cloverfield Supply,6683.96,Marketing spend
GL-4305,2024-04-04,6210 · Software,Northfield Ventures,6088.49,Platform fee
GL-4306,2024-04-04,6100 · Facilities,Lyndon Services,5123.7,Facilities services
GL-4307,2024-04-04,6400 · Travel,Dunmore Services,665.41,Conference travel
GL-4308,2024-04-04,6800 · Events,Valeworth Solutions,1194.99,Event costs
GL-4309,2024-04-04,6900 · Miscellaneous,Hartmoor Services,1921.65,Miscellaneous expense
GL-4310,2024-04-04,6800 · Events,Valeworth Consulting,1570.64,Venue booking
GL-4311,2024-04-04,6500 · Professional,Ashcombe Trade Ltd,7489.41,Consulting engagement
GL-4312,2024-04-04,6500 · Professional,Hollowbrook Services,5737.58,Professional services
GL-4313,2024-04-04,6300 · Contractors,Elmgate Distribution,1680.03,Contractor invoice
GL-4314,2024-04-04,6900 · Miscellaneous,Quarryfield Group,1722.12,General purchase
GL-4315,2024-04-04,6500 · Professional,Ironwood Co,6371.38,Advisory fee
GL-4316,2024-04-05,6000 · Office,Oldbridge Ventures,1514.98,Office supplies
GL-4317,2024-04-05,6000 · Office,Greystone Supply Co,2572.05,General office purchase
GL-4318,2024-04-05,6800 · Events,Oakhaven Contractors,2201.29,Event costs
GL-4319,2024-04-05,6600 · Marketing,Everline Vendors,2048.94,Marketing spend
GL-4320,2024-04-05,6600 · Marketing,Ashcroft & Sons,2309.9,Ad campaign
GL-4321,2024-04-05,6210 · Software,Hollowbrook Co,4407.41,Software license
GL-4322,2024-04-05,6800 · Events,Millbrook Vendors,2497.57,Venue booking
GL-4323,2024-04-05,6400 · Travel,Kingsmere & Sons,2784.67,Client visit travel
GL-4324,2024-04-05,6600 · Marketing,Ivywood Contractors,955.51,Ad campaign
GL-4325,2024-04-05,6800 · Events,Oldbridge Advisory,548.31,Event costs
GL-4326,2024-04-05,6500 · Professional,Ashford Holdings,2146.75,Consulting engagement
GL-4327,2024-04-05,6500 · Professional,Ashcombe Ventures,7736.04,Professional services
GL-4328,2024-04-05,6100 · Facilities,Vinewood Materials,5054.61,Facilities services
GL-4329,2024-04-05,6400 · Travel,Ironwood Traders,1336.95,Travel expense
GL-4330,2024-04-05,6100 · Facilities,Kingsmere Partners,5341.27,Building maintenance
GL-4331,2024-04-05,6300 · Contractors,Yarrowmere Group,3413.53,Consulting work
GL-4332,2024-04-05,6400 · Travel,Ridgemont Holdings,1421.09,Conference travel
GL-4333,2024-04-05,6300 · Contractors,Everline Holdings,3847.21,Project support
GL-4334,2024-04-05,6600 · Marketing,Ivywood Supply Co,4319.8,Content production
GL-4335,2024-04-05,6300 · Contractors,Ridgemont Partners,3421.88,Contractor invoice
GL-4336,2024-04-08,6900 · Miscellaneous,Underbrook Distribution,3033.81,Miscellaneous expense
GL-4337,2024-04-08,6600 · Marketing,Overhill & Sons,5223.97,Marketing spend
GL-4338,2024-04-08,6400 · Travel,Quarryfield Logistics,266.19,Client visit travel
GL-4339,2024-04-08,6710 · Equipment,Thornleigh Vendors,3457.65,Equipment purchase
GL-4340,2024-04-08,6500 · Professional,Jasperton Holdings,4840.24,Advisory fee
GL-4341,2024-04-08,6500 · Professional,Deerpath Partners,1792.29,Professional services
GL-4342,2024-04-08,6300 · Contractors,Juniper Supply,7858.23,Consulting work
GL-4343,2024-04-08,6400 · Travel,Yarrowmere Materials,866.78,Travel expense
GL-4344,2024-04-08,6500 · Professional,Hartmoor Solutions,2178.6,Advisory fee
GL-4345,2024-04-08,6800 · Events,Ashcroft Distribution,2505.84,Event costs
GL-4346,2024-04-08,6710 · Equipment,Northfield Advisory,1491.93,Equipment maintenance
GL-4347,2024-04-08,6000 · Office,Birchwood Logistics,3227.09,Office supplies
GL-4348,2024-04-08,6300 · Contractors,Nightingale & Sons,8401.22,Project support
GL-4349,2024-04-08,6900 · Miscellaneous,Silverlake Services,1591.92,General purchase
GL-4350,2024-04-08,6710 · Equipment,Parkfield Co,5085.91,Equipment maintenance
GL-4351,2024-04-08,6900 · Miscellaneous,Greystone Materials,2120.07,General purchase
GL-4352,2024-04-08,6000 · Office,Islewood Consulting,537.2,Office supplies
GL-4353,2024-04-08,6900 · Miscellaneous,Fairhaven Holdings,768.76,Miscellaneous expense
GL-4354,2024-04-08,6210 · Software,Copperfield & Finch,702.64,Platform fee
GL-4355,2024-04-08,6000 · Office,Overhill Trade Ltd,3494.66,General office purchase
GL-4356,2024-04-08,6710 · Equipment,Northfield Consulting,3134.36,Equipment maintenance
GL-4357,2024-04-08,6800 · Events,Driftwood & Sons,1656.22,Venue booking
GL-4358,2024-04-08,6300 · Contractors,Kingswell & Sons,10334.97,Project support
GL-4359,2024-04-08,6600 · Marketing,Foxglen & Sons,6601.49,Content production
GL-4360,2024-04-08,6900 · Miscellaneous,Ridgemont & Finch,1127.1,Miscellaneous expense
GL-4361,2024-04-08,6400 · Travel,Harbor Legal Group,12787.86,Travel expense
GL-4362,2024-04-09,6300 · Contractors,Copperfield Ventures,10872.7,Contractor invoice
GL-4363,2024-04-09,6000 · Office,Thornleigh Advisory,2083.19,General office purchase
GL-4364,2024-04-09,6800 · Events,Islewood & Finch,3650.17,Venue booking
GL-4365,2024-04-09,6100 · Facilities,Timberline Group,1597.37,Repairs
GL-4366,2024-04-09,6710 · Equipment,Norwich Bay Contractors,3036.41,Equipment maintenance
GL-4367,2024-04-09,6100 · Facilities,Vinewood Materials,4915.79,Facilities services
GL-4368,2024-04-09,6400 · Travel,Grovemont Traders,415.97,Conference travel
GL-4369,2024-04-09,6000 · Office,Ashford Materials,834.18,General office purchase
GL-4370,2024-04-09,6500 · Professional,Dunmore Traders,6403.23,Professional services
GL-4371,2024-04-09,6210 · Software,Ashcombe Services,6358.84,Software license
GL-4372,2024-04-09,6000 · Office,Hartmoor & Finch,1262.61,Breakroom restock
GL-4373,2024-04-09,6300 · Contractors,Timberline Ventures,7292.43,Consulting work
GL-4374,2024-04-09,6600 · Marketing,Juniper Services,1485.2,Content production
GL-4375,2024-04-09,6710 · Equipment,Birchwood & Finch,1414.19,Equipment maintenance
GL-4376,2024-04-09,6100 · Facilities,Norwich Bay Materials,2300.66,Building maintenance
GL-4377,2024-04-09,6710 · Equipment,Kettleworth Contractors,547.32,Equipment maintenance
GL-4378,2024-04-09,6100 · Facilities,Ashcroft & Finch,2202.78,Building maintenance
GL-4379,2024-04-09,6900 · Miscellaneous,Underbrook Trade Ltd,1951.44,General purchase
GL-4380,2024-04-09,6710 · Equipment,Greystone Consulting,2380.93,Equipment maintenance
GL-4381,2024-04-10,6100 · Facilities,Ironwood Holdings,506.66,Facilities services
GL-4382,2024-04-10,6210 · Software,Cinderpath & Sons,5269.24,Subscription renewal
GL-4383,2024-04-10,6400 · Travel,Pemberton & Sons,2538.32,Conference travel
GL-4384,2024-04-10,6900 · Miscellaneous,Ustane Distribution,3252.9,Miscellaneous expense
GL-4385,2024-04-10,6710 · Equipment,Everline Supply Co,4933.32,Equipment purchase
GL-4386,2024-04-10,6000 · Office,Barrow Materials,213.96,Breakroom restock
GL-4387,2024-04-10,6600 · Marketing,Barrow Partners,1336.71,Marketing spend
GL-4388,2024-04-10,6710 · Equipment,Juniper Traders,4705.42,Equipment purchase
GL-4389,2024-04-10,6500 · Professional,Ashford Advisory,7748.8,Professional services
GL-4390,2024-04-10,6100 · Facilities,Ferncliff Logistics,5792.34,Repairs
GL-4391,2024-04-10,6710 · Equipment,Gladewell Co,4532.01,Equipment maintenance
GL-4392,2024-04-10,6100 · Facilities,Gladewell & Finch,5434.81,Building maintenance
GL-4393,2024-04-10,6800 · Events,Yarrowmere Trade Ltd,1978.81,Event costs
GL-4394,2024-04-10,6710 · Equipment,Driftwood Vendors,4865.71,Hardware
GL-4395,2024-04-10,6210 · Software,Ivywood Co,789.76,Software license
GL-4396,2024-04-10,6100 · Facilities,Wrenfield Logistics,1378.94,Building maintenance
GL-4397,2024-04-10,6710 · Equipment,Hartmoor Supply,5873.46,Equipment purchase
GL-4398,2024-04-10,6210 · Software,Nightingale Contractors,1784.6,Subscription renewal
GL-4399,2024-04-10,6210 · Software,Lyndon Logistics,508.82,Subscription renewal
GL-4400,2024-04-10,6210 · Software,Rushmere Logistics,1083.24,Subscription renewal
GL-4401,2024-04-10,6500 · Professional,Larkspur Distribution,1100.76,Professional services
GL-4402,2024-04-10,6500 · Professional,Hollowbrook Services,3257.62,Professional services
GL-4403,2024-04-11,6210 · Software,Coastal Tech Supply,2544.9,Platform fee
GL-4404,2024-04-11,6400 · Travel,Northwind Travel Co,957.25,Conference travel
GL-4405,2024-04-11,6900 · Miscellaneous,Westgate Traders,3667.27,Miscellaneous expense
GL-4406,2024-04-11,6300 · Contractors,Hartmoor Co,3982.77,Contractor invoice
GL-4407,2024-04-11,6600 · Marketing,Cloverfield Supply,2077.72,Ad campaign
GL-4408,2024-04-11,6400 · Travel,Ashford Distribution,1331.19,Client visit travel
GL-4409,2024-04-11,6400 · Travel,Ferncliff Traders,2274.44,Travel expense
GL-4410,2024-04-11,6800 · Events,Foxglen Services,536.41,Venue booking
GL-4411,2024-04-11,6900 · Miscellaneous,Greystone Materials,784.55,Miscellaneous expense
GL-4412,2024-04-11,6210 · Software,Ustane Traders,563.84,Subscription renewal
GL-4413,2024-04-11,6000 · Office,Barrow Group,3294.3,General office purchase
GL-4414,2024-04-11,6800 · Events,Cloverfield Materials,3219.54,Team event
GL-4415,2024-04-11,6210 · Software,Jasperton & Sons,2149.19,Platform fee
GL-4416,2024-04-11,6100 · Facilities,Lyndon Distribution,3983.19,Building maintenance
GL-4417,2024-04-11,6400 · Travel,Silverlake Vendors,2742.94,Client visit travel
GL-4418,2024-04-11,6210 · Software,Stonebridge Supply,5507.23,Platform fee
GL-4419,2024-04-11,6300 · Contractors,Birchwood Trade Ltd,2686.36,Contractor invoice
GL-4420,2024-04-11,6300 · Contractors,Birchwood Consulting,5319.72,Contractor invoice
GL-4421,2024-04-12,6900 · Miscellaneous,Thistle & Co Design,1980.91,Miscellaneous expense
GL-4422,2024-04-12,6300 · Contractors,Ashcombe Solutions,3703.11,Contractor invoice
GL-4423,2024-04-12,6000 · Office,Dunmore & Finch,1224.38,General office purchase
GL-4424,2024-04-12,6500 · Professional,Stonebridge Materials,5710.1,Consulting engagement
GL-4425,2024-04-12,6900 · Miscellaneous,Ustane Contractors,957.6,Miscellaneous expense
GL-4426,2024-04-12,6710 · Equipment,Nightingale Vendors,5423.42,Equipment purchase
GL-4427,2024-04-12,6500 · Professional,Westgate Vendors,1174.58,Professional services
GL-4428,2024-04-12,6800 · Events,Greystone Trade Ltd,1532.26,Team event
GL-4429,2024-04-12,6600 · Marketing,Everline Consulting,3085.83,Content production
GL-4430,2024-04-12,6710 · Equipment,Northfield Consulting,1969.85,Hardware
GL-4431,2024-04-12,6210 · Software,Gladewell Ventures,860.77,Software license
GL-4432,2024-04-12,6800 · Events,Ironwood Ventures,2529.05,Team event
GL-4433,2024-04-12,6900 · Miscellaneous,Deerpath Group,3411.22,Miscellaneous expense
GL-4434,2024-04-12,6800 · Events,Underbrook & Finch,890.1,Venue booking
GL-4435,2024-04-12,6100 · Facilities,Grovemont Vendors,1637.3,Building maintenance
GL-4436,2024-04-12,6400 · Travel,Westgate Trade Ltd,406.78,Travel expense
GL-4437,2024-04-12,6300 · Contractors,Juniper Contractors,1630.39,Contractor invoice
GL-4438,2024-04-12,6600 · Marketing,Norwich Bay Co,5482.19,Content production
GL-4439,2024-04-12,6000 · Office,Pemberton Co,2643.53,General office purchase
GL-4440,2024-04-12,6400 · Travel,Overhill Vendors,2298.51,Client visit travel
GL-4441,2024-04-15,6500 · Professional,Harbor Legal Group,13314.88,Contract review and filing
GL-4442,2024-04-15,6300 · Contractors,Brightline Advisory,3793.1,Operational review sprint
GL-4443,2024-04-15,6500 · Professional,Summit Payroll Services,5905.75,Payroll processing fee
GL-4444,2024-04-15,6900 · Miscellaneous,Cloverfield Ventures,3134.74,Miscellaneous expense
GL-4445,2024-04-15,6500 · Professional,Pinehollow Advisory,7476.67,Advisory fee
GL-4446,2024-04-15,6210 · Software,Gladewell Ventures,2721.72,Platform fee
GL-4447,2024-04-15,6900 · Miscellaneous,Oldbridge Supply,3049.18,General purchase
GL-4448,2024-04-15,6210 · Software,Cinderpath & Sons,1542.52,Software license
GL-4449,2024-04-15,6500 · Professional,Norwich Bay Supply,2885.16,Consulting engagement
GL-4450,2024-04-15,6710 · Equipment,Hartmoor Logistics,556.64,Equipment maintenance
GL-4451,2024-04-15,6900 · Miscellaneous,Westgate Supply Co,1924.67,Miscellaneous expense
GL-4452,2024-04-15,6900 · Miscellaneous,Copperfield Services,1821.46,General purchase
GL-4453,2024-04-15,6300 · Contractors,Mosswell Trade Ltd,3274.25,Project support
GL-4454,2024-04-15,6500 · Professional,Norwich Bay Supply,2942.91,Advisory fee
GL-4455,2024-04-15,6210 · Software,Islewood Solutions,967.58,Subscription renewal
GL-4456,2024-04-15,6900 · Miscellaneous,Cloverfield & Sons,2072.87,General purchase
GL-4457,2024-04-15,6800 · Events,Yarrowmere Trade Ltd,4899.6,Event costs
GL-4458,2024-04-15,6100 · Facilities,Ironwood Consulting,3936.62,Facilities services
GL-4459,2024-04-15,6500 · Professional,Ferncliff Services,1174.78,Advisory fee
GL-4460,2024-04-15,6710 · Equipment,Foxglen Group,5216.57,Equipment purchase
GL-4461,2024-04-15,6300 · Contractors,Ashford Solutions,6224.37,Project support
GL-4462,2024-04-15,6000 · Office,Wrenfield Holdings,1879.74,General office purchase
GL-4463,2024-04-15,6800 · Events,Yarrowmere Solutions,599.75,Venue booking
GL-4464,2024-04-15,6600 · Marketing,Ashcombe Logistics,6130.43,Ad campaign
GL-4465,2024-04-15,6900 · Miscellaneous,Fairhaven Holdings,3605.17,Miscellaneous expense
GL-4466,2024-04-15,6500 · Professional,Pemberton Trade Ltd,5796.7,Consulting engagement
GL-4467,2024-04-15,6100 · Facilities,Dunmore Co,4017.09,Repairs
GL-4468,2024-04-15,6800 · Events,Nightingale Materials,2478.92,Event costs
GL-4469,2024-04-15,6710 · Equipment,Valeworth Vendors,5104.42,Hardware
GL-4470,2024-04-15,6210 · Software,Elmgate Consulting,2404.77,Software license
GL-4471,2024-04-15,6100 · Facilities,Ironwood Holdings,2443.2,Building maintenance
GL-4472,2024-04-16,6500 · Professional,Harbor Legal Group,16094.17,Legal counsel
GL-4473,2024-04-16,6300 · Contractors,Basecamp Staffing,10267.29,Contract staffing
GL-4474,2024-04-16,6900 · Miscellaneous,Elmgate Logistics,3660.71,Miscellaneous expense
GL-4475,2024-04-16,6800 · Events,Driftwood Materials,2204.36,Team event
GL-4476,2024-04-16,6210 · Software,Eastmoor Supply,5349.04,Subscription renewal
GL-4477,2024-04-16,6000 · Office,Kingswell Distribution,883.71,Office supplies
GL-4478,2024-04-16,6100 · Facilities,Ridgemont Services,2466.79,Facilities services
GL-4479,2024-04-16,6100 · Facilities,Norwich Bay Logistics,2121.96,Facilities services
GL-4480,2024-04-16,6600 · Marketing,Ferncliff Vendors,1991.0,Marketing spend
GL-4481,2024-04-16,6210 · Software,Oldbridge Materials,5814.64,Software license
GL-4482,2024-04-16,6600 · Marketing,Silverlake Holdings,6125.53,Marketing spend
GL-4483,2024-04-16,6000 · Office,Ridgemont Co,747.01,General office purchase
GL-4484,2024-04-16,6900 · Miscellaneous,Birchwood Co,3955.35,General purchase
GL-4485,2024-04-17,6000 · Office,Anchor Courier Services,306.66,Courier / shipping
GL-4486,2024-04-17,6300 · Contractors,Waypoint Consulting,9210.29,Contractor invoice
GL-4487,2024-04-17,6210 · Software,Cloverfield Services,5130.02,Software license
GL-4488,2024-04-17,6710 · Equipment,Copperfield Logistics,2994.81,Equipment maintenance
GL-4489,2024-04-17,6600 · Marketing,Everline Consulting,5256.41,Marketing spend
GL-4490,2024-04-17,6300 · Contractors,Cinderpath Vendors,7410.27,Project support
GL-4491,2024-04-17,6210 · Software,Kingswell Services,644.79,Software license
GL-4492,2024-04-17,6900 · Miscellaneous,Islewood Services,778.54,Miscellaneous expense
GL-4493,2024-04-17,6710 · Equipment,Mosswell Traders,5349.86,Equipment purchase
GL-4494,2024-04-17,6800 · Events,Millbrook Logistics,4886.19,Team event
GL-4495,2024-04-17,6210 · Software,Birchwood Group,5964.39,Subscription renewal
GL-4496,2024-04-17,6500 · Professional,Millbrook Solutions,6552.26,Advisory fee
GL-4497,2024-04-17,6210 · Software,Cinderpath Solutions,4900.19,Platform fee
GL-4498,2024-04-17,6710 · Equipment,Cinderpath Supply,5446.35,Hardware
GL-4499,2024-04-17,6300 · Contractors,Timberline & Finch,11914.29,Contractor invoice
GL-4500,2024-04-17,6800 · Events,Larkspur Partners,2165.56,Venue booking
GL-4501,2024-04-17,6300 · Contractors,Copperfield Ventures,3661.23,Contractor invoice
GL-4502,2024-04-17,6500 · Professional,Cinderpath Co,3685.31,Consulting engagement
GL-4503,2024-04-17,6210 · Software,Rushmere Services,3653.09,Platform fee
GL-4504,2024-04-18,6100 · Facilities,Larkspur Vendors,3540.69,Facilities services
GL-4505,2024-04-18,6400 · Travel,Heathfield Consulting,2343.89,Travel expense
GL-4506,2024-04-18,6800 · Events,Yarrowmere Consulting,1123.09,Venue booking
GL-4507,2024-04-18,6710 · Equipment,Everline Supply Co,498.21,Equipment purchase
GL-4508,2024-04-18,6210 · Software,Grovemont Distribution,914.73,Platform fee
GL-4509,2024-04-18,6000 · Office,Ashcombe Contractors,782.64,Office supplies
GL-4510,2024-04-18,6710 · Equipment,Grovemont Materials,2311.55,Equipment maintenance
GL-4511,2024-04-18,6300 · Contractors,Everline Holdings,7839.8,Contractor invoice
GL-4512,2024-04-18,6600 · Marketing,Mosswell Supply,6658.58,Marketing spend
GL-4513,2024-04-18,6000 · Office,Valeworth & Sons,3219.63,General office purchase
GL-4514,2024-04-18,6800 · Events,Jasperton Consulting,2230.38,Venue booking
GL-4515,2024-04-18,6300 · Contractors,Kingswell Contractors,11521.42,Contractor invoice
GL-4516,2024-04-18,6800 · Events,Longview & Sons,695.33,Team event
GL-4517,2024-04-18,6900 · Miscellaneous,Millhaven Group,925.12,Miscellaneous expense
GL-4518,2024-04-18,6800 · Events,Parkfield Holdings,4322.85,Venue booking
GL-4519,2024-04-18,6900 · Miscellaneous,Fairhaven Services,2636.15,Miscellaneous expense
GL-4520,2024-04-18,6900 · Miscellaneous,Greystone Vendors,2911.82,Miscellaneous expense
GL-4521,2024-04-18,6900 · Miscellaneous,Ironwood Supply,2332.57,General purchase
GL-4522,2024-04-18,6300 · Contractors,Ivywood Ventures,3762.49,Consulting work
GL-4523,2024-04-18,6400 · Travel,Lyndon Contractors,1964.49,Client visit travel
GL-4524,2024-04-18,6400 · Travel,Kettleworth Traders,2454.79,Conference travel
GL-4525,2024-04-18,6600 · Marketing,Gladewell Vendors,3192.45,Marketing spend
GL-4526,2024-04-18,6900 · Miscellaneous,Valeworth Services,2287.67,Miscellaneous expense
GL-4527,2024-04-18,6500 · Professional,Jasperton Ventures,8464.17,Advisory fee
GL-4528,2024-04-18,6000 · Office,Hollowbrook Ventures,2592.98,Office supplies
